,name,valenceValue_rounded,arousalValue_rounded,path,affect
657,ACCEDE00616,1.62,1.49,d:/optilab/synchrony/data/videoACCEDE00616.mp4,lowV_lowA
658,ACCEDE07597,1.64,1.51,d:/optilab/synchrony/data/videoACCEDE07597.mp4,lowV_lowA
659,ACCEDE02666,1.57,1.52,d:/optilab/synchrony/data/videoACCEDE02666.mp4,lowV_lowA
660,ACCEDE05310,1.38,1.52,d:/optilab/synchrony/data/videoACCEDE05310.mp4,lowV_lowA
661,ACCEDE07864,1.54,1.53,d:/optilab/synchrony/data/videoACCEDE07864.mp4,lowV_lowA
662,ACCEDE09486,1.6,1.53,d:/optilab/synchrony/data/videoACCEDE09486.mp4,lowV_lowA
663,ACCEDE01765,1.56,1.55,d:/optilab/synchrony/data/videoACCEDE01765.mp4,lowV_lowA
664,ACCEDE05318,1.66,1.55,d:/optilab/synchrony/data/videoACCEDE05318.mp4,lowV_lowA
665,ACCEDE07999,1.63,1.56,d:/optilab/synchrony/data/videoACCEDE07999.mp4,lowV_lowA
666,ACCEDE04799,1.58,1.57,d:/optilab/synchrony/data/videoACCEDE04799.mp4,lowV_lowA
667,ACCEDE04632,1.62,1.58,d:/optilab/synchrony/data/videoACCEDE04632.mp4,lowV_lowA
668,ACCEDE04830,1.55,1.58,d:/optilab/synchrony/data/videoACCEDE04830.mp4,lowV_lowA
669,ACCEDE05181,1.55,1.59,d:/optilab/synchrony/data/videoACCEDE05181.mp4,lowV_lowA
670,ACCEDE05497,1.44,1.59,d:/optilab/synchrony/data/videoACCEDE05497.mp4,lowV_lowA
671,ACCEDE07831,1.54,1.6,d:/optilab/synchrony/data/videoACCEDE07831.mp4,lowV_lowA
672,ACCEDE06070,1.41,1.61,d:/optilab/synchrony/data/videoACCEDE06070.mp4,lowV_lowA
673,ACCEDE02868,1.66,1.61,d:/optilab/synchrony/data/videoACCEDE02868.mp4,lowV_lowA
674,ACCEDE09584,1.5,1.61,d:/optilab/synchrony/data/videoACCEDE09584.mp4,lowV_lowA
675,ACCEDE09155,1.67,1.63,d:/optilab/synchrony/data/videoACCEDE09155.mp4,lowV_lowA
676,ACCEDE04962,1.41,1.63,d:/optilab/synchrony/data/videoACCEDE04962.mp4,lowV_lowA
677,ACCEDE09515,1.65,1.63,d:/optilab/synchrony/data/videoACCEDE09515.mp4,lowV_lowA
678,ACCEDE04751,1.66,1.64,d:/optilab/synchrony/data/videoACCEDE04751.mp4,lowV_lowA
679,ACCEDE09581,1.66,1.65,d:/optilab/synchrony/data/videoACCEDE09581.mp4,lowV_lowA
680,ACCEDE03021,1.62,1.65,d:/optilab/synchrony/data/videoACCEDE03021.mp4,lowV_lowA
681,ACCEDE04021,1.38,1.66,d:/optilab/synchrony/data/videoACCEDE04021.mp4,lowV_lowA
682,ACCEDE00644,1.49,1.66,d:/optilab/synchrony/data/videoACCEDE00644.mp4,lowV_lowA
683,ACCEDE05287,1.44,1.67,d:/optilab/synchrony/data/videoACCEDE05287.mp4,lowV_lowA
684,ACCEDE02056,1.49,1.67,d:/optilab/synchrony/data/videoACCEDE02056.mp4,lowV_lowA
685,ACCEDE04860,1.47,1.67,d:/optilab/synchrony/data/videoACCEDE04860.mp4,lowV_lowA
686,ACCEDE05341,1.43,1.67,d:/optilab/synchrony/data/videoACCEDE05341.mp4,lowV_lowA
687,ACCEDE04940,1.62,1.67,d:/optilab/synchrony/data/videoACCEDE04940.mp4,lowV_lowA
688,ACCEDE07881,1.61,1.68,d:/optilab/synchrony/data/videoACCEDE07881.mp4,lowV_lowA
689,ACCEDE03207,1.42,1.68,d:/optilab/synchrony/data/videoACCEDE03207.mp4,lowV_lowA
690,ACCEDE06838,1.44,1.68,d:/optilab/synchrony/data/videoACCEDE06838.mp4,lowV_lowA
691,ACCEDE02241,1.44,1.68,d:/optilab/synchrony/data/videoACCEDE02241.mp4,lowV_lowA
692,ACCEDE06021,1.53,1.68,d:/optilab/synchrony/data/videoACCEDE06021.mp4,lowV_lowA
693,ACCEDE01038,1.35,1.68,d:/optilab/synchrony/data/videoACCEDE01038.mp4,lowV_lowA
694,ACCEDE09415,1.67,1.69,d:/optilab/synchrony/data/videoACCEDE09415.mp4,lowV_lowA
695,ACCEDE03061,1.58,1.69,d:/optilab/synchrony/data/videoACCEDE03061.mp4,lowV_lowA
696,ACCEDE01265,1.6,1.69,d:/optilab/synchrony/data/videoACCEDE01265.mp4,lowV_lowA
697,ACCEDE02837,1.57,1.69,d:/optilab/synchrony/data/videoACCEDE02837.mp4,lowV_lowA
698,ACCEDE07359,1.35,1.7,d:/optilab/synchrony/data/videoACCEDE07359.mp4,lowV_lowA
699,ACCEDE01423,1.48,1.71,d:/optilab/synchrony/data/videoACCEDE01423.mp4,lowV_lowA
700,ACCEDE01259,1.64,1.71,d:/optilab/synchrony/data/videoACCEDE01259.mp4,lowV_lowA
701,ACCEDE00789,1.49,1.71,d:/optilab/synchrony/data/videoACCEDE00789.mp4,lowV_lowA
702,ACCEDE01255,1.36,1.71,d:/optilab/synchrony/data/videoACCEDE01255.mp4,lowV_lowA
703,ACCEDE08278,1.64,1.72,d:/optilab/synchrony/data/videoACCEDE08278.mp4,lowV_lowA
704,ACCEDE03525,1.49,1.72,d:/optilab/synchrony/data/videoACCEDE03525.mp4,lowV_lowA
705,ACCEDE08722,1.66,1.73,d:/optilab/synchrony/data/videoACCEDE08722.mp4,lowV_lowA
706,ACCEDE02411,1.62,1.73,d:/optilab/synchrony/data/videoACCEDE02411.mp4,lowV_lowA
707,ACCEDE08751,1.44,1.73,d:/optilab/synchrony/data/videoACCEDE08751.mp4,lowV_lowA
708,ACCEDE04825,1.56,1.74,d:/optilab/synchrony/data/videoACCEDE04825.mp4,lowV_lowA
709,ACCEDE07052,1.42,1.74,d:/optilab/synchrony/data/videoACCEDE07052.mp4,lowV_lowA
710,ACCEDE01934,1.59,1.74,d:/optilab/synchrony/data/videoACCEDE01934.mp4,lowV_lowA
711,ACCEDE08829,1.65,1.74,d:/optilab/synchrony/data/videoACCEDE08829.mp4,lowV_lowA
712,ACCEDE00583,1.57,1.74,d:/optilab/synchrony/data/videoACCEDE00583.mp4,lowV_lowA
713,ACCEDE00506,1.52,1.74,d:/optilab/synchrony/data/videoACCEDE00506.mp4,lowV_lowA
714,ACCEDE04866,1.56,1.74,d:/optilab/synchrony/data/videoACCEDE04866.mp4,lowV_lowA
715,ACCEDE07166,1.34,1.75,d:/optilab/synchrony/data/videoACCEDE07166.mp4,lowV_lowA
716,ACCEDE01263,1.47,1.75,d:/optilab/synchrony/data/videoACCEDE01263.mp4,lowV_lowA
717,ACCEDE04359,1.35,1.75,d:/optilab/synchrony/data/videoACCEDE04359.mp4,lowV_lowA
718,ACCEDE06811,1.61,1.75,d:/optilab/synchrony/data/videoACCEDE06811.mp4,lowV_lowA
719,ACCEDE05107,1.56,1.75,d:/optilab/synchrony/data/videoACCEDE05107.mp4,lowV_lowA
720,ACCEDE04042,1.48,1.75,d:/optilab/synchrony/data/videoACCEDE04042.mp4,lowV_lowA
721,ACCEDE02551,1.55,1.75,d:/optilab/synchrony/data/videoACCEDE02551.mp4,lowV_lowA
722,ACCEDE05058,1.49,1.77,d:/optilab/synchrony/data/videoACCEDE05058.mp4,lowV_lowA
723,ACCEDE09079,1.67,1.77,d:/optilab/synchrony/data/videoACCEDE09079.mp4,lowV_lowA
724,ACCEDE02769,1.64,1.78,d:/optilab/synchrony/data/videoACCEDE02769.mp4,lowV_lowA
725,ACCEDE01269,1.34,1.78,d:/optilab/synchrony/data/videoACCEDE01269.mp4,lowV_lowA
726,ACCEDE07493,1.55,1.78,d:/optilab/synchrony/data/videoACCEDE07493.mp4,lowV_lowA
727,ACCEDE08221,1.59,1.78,d:/optilab/synchrony/data/videoACCEDE08221.mp4,lowV_lowA
728,ACCEDE03613,1.35,1.8,d:/optilab/synchrony/data/videoACCEDE03613.mp4,lowV_lowA
729,ACCEDE08662,1.65,1.8,d:/optilab/synchrony/data/videoACCEDE08662.mp4,lowV_lowA
730,ACCEDE04281,1.44,1.8,d:/optilab/synchrony/data/videoACCEDE04281.mp4,lowV_lowA
731,ACCEDE01394,1.42,1.84,d:/optilab/synchrony/data/videoACCEDE01394.mp4,lowV_lowA
732,ACCEDE03048,1.36,1.84,d:/optilab/synchrony/data/videoACCEDE03048.mp4,lowV_lowA
733,ACCEDE04823,1.53,1.84,d:/optilab/synchrony/data/videoACCEDE04823.mp4,lowV_lowA
734,ACCEDE00407,1.5,1.84,d:/optilab/synchrony/data/videoACCEDE00407.mp4,lowV_lowA
735,ACCEDE06641,1.67,1.84,d:/optilab/synchrony/data/videoACCEDE06641.mp4,lowV_lowA
736,ACCEDE00119,1.56,1.85,d:/optilab/synchrony/data/videoACCEDE00119.mp4,lowV_lowA
737,ACCEDE02537,1.35,1.85,d:/optilab/synchrony/data/videoACCEDE02537.mp4,lowV_lowA
738,ACCEDE07559,1.66,1.86,d:/optilab/synchrony/data/videoACCEDE07559.mp4,lowV_lowA
739,ACCEDE02070,1.58,1.86,d:/optilab/synchrony/data/videoACCEDE02070.mp4,lowV_lowA
740,ACCEDE05057,1.62,1.87,d:/optilab/synchrony/data/videoACCEDE05057.mp4,lowV_lowA
741,ACCEDE05849,1.55,1.87,d:/optilab/synchrony/data/videoACCEDE05849.mp4,lowV_lowA
742,ACCEDE05534,1.56,1.88,d:/optilab/synchrony/data/videoACCEDE05534.mp4,lowV_lowA
743,ACCEDE04722,1.59,1.88,d:/optilab/synchrony/data/videoACCEDE04722.mp4,lowV_lowA
744,ACCEDE04165,1.5,1.89,d:/optilab/synchrony/data/videoACCEDE04165.mp4,lowV_lowA
745,ACCEDE04604,1.57,1.9,d:/optilab/synchrony/data/videoACCEDE04604.mp4,lowV_lowA
746,ACCEDE04589,1.47,1.9,d:/optilab/synchrony/data/videoACCEDE04589.mp4,lowV_lowA
747,ACCEDE02082,1.66,1.91,d:/optilab/synchrony/data/videoACCEDE02082.mp4,lowV_lowA
748,ACCEDE00489,1.62,1.92,d:/optilab/synchrony/data/videoACCEDE00489.mp4,lowV_lowA
749,ACCEDE09133,1.66,1.93,d:/optilab/synchrony/data/videoACCEDE09133.mp4,lowV_lowA
750,ACCEDE05292,1.56,1.93,d:/optilab/synchrony/data/videoACCEDE05292.mp4,lowV_lowA
751,ACCEDE00551,1.59,1.94,d:/optilab/synchrony/data/videoACCEDE00551.mp4,lowV_lowA
752,ACCEDE04955,1.43,1.95,d:/optilab/synchrony/data/videoACCEDE04955.mp4,lowV_lowA
753,ACCEDE02444,1.57,1.95,d:/optilab/synchrony/data/videoACCEDE02444.mp4,lowV_lowA
754,ACCEDE03317,1.44,1.96,d:/optilab/synchrony/data/videoACCEDE03317.mp4,lowV_lowA
755,ACCEDE03914,1.44,1.97,d:/optilab/synchrony/data/videoACCEDE03914.mp4,lowV_lowA
756,ACCEDE04767,1.56,1.97,d:/optilab/synchrony/data/videoACCEDE04767.mp4,lowV_lowA
757,ACCEDE03540,1.67,1.97,d:/optilab/synchrony/data/videoACCEDE03540.mp4,lowV_lowA
758,ACCEDE04140,1.57,2.0,d:/optilab/synchrony/data/videoACCEDE04140.mp4,lowV_lowA
759,ACCEDE03027,1.41,2.0,d:/optilab/synchrony/data/videoACCEDE03027.mp4,lowV_lowA
760,ACCEDE03333,1.61,2.01,d:/optilab/synchrony/data/videoACCEDE03333.mp4,lowV_lowA
761,ACCEDE07960,1.47,2.01,d:/optilab/synchrony/data/videoACCEDE07960.mp4,lowV_lowA
762,ACCEDE05541,1.64,2.05,d:/optilab/synchrony/data/videoACCEDE05541.mp4,lowV_lowA
763,ACCEDE00874,1.43,2.06,d:/optilab/synchrony/data/videoACCEDE00874.mp4,lowV_lowA
764,ACCEDE04598,1.42,2.06,d:/optilab/synchrony/data/videoACCEDE04598.mp4,lowV_lowA
765,ACCEDE03535,1.62,2.07,d:/optilab/synchrony/data/videoACCEDE03535.mp4,lowV_lowA
766,ACCEDE00401,1.55,2.07,d:/optilab/synchrony/data/videoACCEDE00401.mp4,lowV_lowA
767,ACCEDE05885,1.64,2.08,d:/optilab/synchrony/data/videoACCEDE05885.mp4,lowV_lowA
768,ACCEDE01531,1.6,2.08,d:/optilab/synchrony/data/videoACCEDE01531.mp4,lowV_lowA
769,ACCEDE05645,1.42,2.09,d:/optilab/synchrony/data/videoACCEDE05645.mp4,lowV_lowA
770,ACCEDE09460,1.64,2.09,d:/optilab/synchrony/data/videoACCEDE09460.mp4,lowV_lowA
771,ACCEDE06162,1.51,2.1,d:/optilab/synchrony/data/videoACCEDE06162.mp4,lowV_lowA
772,ACCEDE05575,1.54,2.11,d:/optilab/synchrony/data/videoACCEDE05575.mp4,lowV_lowA
773,ACCEDE03029,1.34,2.11,d:/optilab/synchrony/data/videoACCEDE03029.mp4,lowV_lowA
774,ACCEDE02686,1.61,2.11,d:/optilab/synchrony/data/videoACCEDE02686.mp4,lowV_lowA
775,ACCEDE05550,1.67,2.11,d:/optilab/synchrony/data/videoACCEDE05550.mp4,lowV_lowA
776,ACCEDE09417,1.34,2.11,d:/optilab/synchrony/data/videoACCEDE09417.mp4,lowV_lowA
777,ACCEDE03121,1.52,2.11,d:/optilab/synchrony/data/videoACCEDE03121.mp4,lowV_lowA
778,ACCEDE07876,1.56,2.12,d:/optilab/synchrony/data/videoACCEDE07876.mp4,lowV_lowA
779,ACCEDE01939,1.46,2.12,d:/optilab/synchrony/data/videoACCEDE01939.mp4,lowV_lowA
780,ACCEDE08025,1.42,2.12,d:/optilab/synchrony/data/videoACCEDE08025.mp4,lowV_lowA
781,ACCEDE04851,1.37,2.13,d:/optilab/synchrony/data/videoACCEDE04851.mp4,lowV_lowA
782,ACCEDE07737,1.67,2.13,d:/optilab/synchrony/data/videoACCEDE07737.mp4,lowV_lowA
783,ACCEDE06283,1.39,2.13,d:/optilab/synchrony/data/videoACCEDE06283.mp4,lowV_lowA
784,ACCEDE07977,1.35,2.13,d:/optilab/synchrony/data/videoACCEDE07977.mp4,lowV_lowA
785,ACCEDE09462,1.64,2.13,d:/optilab/synchrony/data/videoACCEDE09462.mp4,lowV_lowA
786,ACCEDE00425,1.33,2.14,d:/optilab/synchrony/data/videoACCEDE00425.mp4,lowV_lowA
787,ACCEDE01473,1.62,2.14,d:/optilab/synchrony/data/videoACCEDE01473.mp4,lowV_lowA
788,ACCEDE00450,1.57,2.14,d:/optilab/synchrony/data/videoACCEDE00450.mp4,lowV_lowA
789,ACCEDE05845,1.61,2.14,d:/optilab/synchrony/data/videoACCEDE05845.mp4,lowV_lowA
790,ACCEDE07907,1.49,2.14,d:/optilab/synchrony/data/videoACCEDE07907.mp4,lowV_lowA
791,ACCEDE01235,1.6,2.14,d:/optilab/synchrony/data/videoACCEDE01235.mp4,lowV_lowA
792,ACCEDE00784,1.36,2.14,d:/optilab/synchrony/data/videoACCEDE00784.mp4,lowV_lowA
793,ACCEDE07760,1.4,2.15,d:/optilab/synchrony/data/videoACCEDE07760.mp4,lowV_lowA
794,ACCEDE02503,1.46,2.15,d:/optilab/synchrony/data/videoACCEDE02503.mp4,lowV_lowA
795,ACCEDE05106,1.43,2.15,d:/optilab/synchrony/data/videoACCEDE05106.mp4,lowV_lowA
796,ACCEDE01926,1.55,2.15,d:/optilab/synchrony/data/videoACCEDE01926.mp4,lowV_lowA
797,ACCEDE04486,1.65,2.16,d:/optilab/synchrony/data/videoACCEDE04486.mp4,lowV_lowA
798,ACCEDE04703,1.56,2.18,d:/optilab/synchrony/data/videoACCEDE04703.mp4,lowV_lowA
799,ACCEDE07983,1.54,2.18,d:/optilab/synchrony/data/videoACCEDE07983.mp4,lowV_lowA
